,Company_Brand,Founded,HeadQuarter,What_it_does,Investor,Amount,Stage,Year,Num_of_Investors,Num_of_Founders,Sector,Currency,new_amount
143,Arzooo,2016.0,Bangalore,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product","3Lines, Jabbar Internet Group",nan,Seed,2020,2,2,Technology,Not Specified,25472041.55527319
144,MindTickle,2011.0,Pune,MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,"Canaan Partners, NewView Capital",100000000.0,Angel,2020,2,4,Technology,Not Specified,100000000.0
146,Slice,2016.0,Bangalore,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,"Better Capital, Gunosy",5000000.0,Series A,2020,2,2,FinTech,Not Specified,5000000.0
147,Rapawalk,2017.0,Bangalore,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,"Sanjay Ramakrishnan, Ravi Garikipati",300000.0,Seed,2020,2,2,E-Commerce,Not Specified,300000.0
148,Oga Fit's,2017.0,Bangalore,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,9Unicorns,nan,Seed,2020,1,1,Wellness/Beauty,Not Specified,25472041.55527319
149,LAVAL,2016.0,Bangalore,"Laval Cosmetics, affordable makeup for all ages",Jazal Group,nan,Series E,2020,1,2,Wellness/Beauty,Not Specified,25472041.55527319
150,Stride Ventures,2019.0,Delhi,Stride Ventures is a venture capital firm in India which aims to invest in innovative startups across the country.,Small Industries Development Bank of India,80000000.0,Seed,2020,1,1,Finance,Not Specified,80000000.0
151,BlackSoil,2016.0,Mumbai,Blacksoil Advisory is an independent boutique advisory firm.,Not Specified,10000000.0,Seed,2020,2,1,FinTech,Not Specified,10000000.0
152,Biocon,1978.0,Bangalore,"Biocon is a healthcare and technology, company focused on biotechnology.",Goldman Sachs,15000000.0,Series C,2020,1,1,Automotive,Not Specified,15000000.0
153,Clientjoy,2013.0,Gujarat,Client Management Software For Modern Agencies.,"LetsVenture, Jyotsna Bapat",800000.0,Corporate Round,2020,2,4,Technology,Not Specified,800000.0
154,Xpressbees,2015.0,Pune,Xpressbees is an e-commerce logistics company that provides reliable logistics solutions to its partners.,"Alibaba Group, InnoVen Capital",100000000.0,Venture - Series Unknown,2020,2,2,E-Commerce,Not Specified,100000000.0
155,GalaxyCard,2017.0,Gurugram,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,India Accelerator,nan,Seed,2020,1,2,FinTech,Not Specified,25472041.55527319
156,Wellness Forever,2008.0,Mumbai,Wellness Forever is the one-stop destination for wellness,"Poonawalla, Allana Group",100000000.0,Pre-Seed,2020,2,3,Healthcare,Not Specified,100000000.0
157,MoooFarm,2019.0,Gurugram,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,"Navus Ventures, Rockstart",500000.0,Pre-Seed,2020,2,4,Technology,Not Specified,500000.0
158,BitClass,2020.0,Bangalore,BitClass is a PaaS solution which helps teachers set up their independent live classes,"AET Japan, Figure Eight Investments, Waterbridge Ventures",2000000.0,Seed,2020,3,2,Technology,Not Specified,2000000.0
159,Gonuts,2020.0,Mumbai,Personalised Video shoutouts from favourite celebrity.,"Sweta Rau, Archana Priyadarshini",400000.0,Seed,2020,2,3,Media/Entertainment,Not Specified,400000.0
160,Uolo,2013.0,Bangalore,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,"Rajul Garg, Purvi Capital",2000000.0,Seed,2020,2,3,Education,Not Specified,2000000.0
161,Kirana King,2014.0,Rajastan,"A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",Rajasthan Venture Capital Fund,900000.0,Pre-Seed,2020,1,1,Consumer Services,Not Specified,900000.0
162,Jade Forest,2019.0,Delhi,"NATURALLY THE BEST From zero artificial ingredients in our drinks to the way they make you feel, we bring you a bespoke range of natural mixers.",Not Specified,250000.0,Seed,2020,2,2,Consumables,Not Specified,250000.0
163,iKure,2010.0,Kolkata,iKure is a social enterprise that delivers primary healthcare and wellness & prevention services to communities in India,"Ratan Tata, Inflection Point Ventures, Ankur Mittal",nan,Series D,2020,3,1,Healthcare,Not Specified,25472041.55527319
164,FrontRow,2019.0,Bangalore,"Comprehensive courses, taught by idols.","Lightspeed, Elevation, Deepika Padukone",3200000.0,Seed,2020,3,3,Education,Not Specified,3200000.0
165,Reliance Retail,2006.0,Mumbai,Reliance Retail Ventures Limited is a subsidiary company of Reliance Industries Limited.,"Abu Dhabi Investment Authority, GIC",10000000.0,Series D,2020,2,1,E-Commerce,Not Specified,10000000.0
166,TUBBR,2019.0,Texas,World's First Personal Social Network,Global Ascent Partners,nan,Series D,2020,1,2,Media/Entertainment,Not Specified,25472041.55527319
167,Ather Energy,2013.0,Bangalore,Ather Energy is a manufacturer of electric scooters.,HeroMotoCorp Ltd and Sachin Bansal,35000000.0,Series D,2020,1,3,Automotive,Not Specified,35000000.0
168,Routematic,2007.0,Bangalore,Vision is to enable a safer and more comfortable commute to work for employees of India Inc.,"VAMM Ventures, Naresh Malhotra",2000000.0,Pre-Seed,2020,2,2,Technology,Not Specified,2000000.0
169,LivFin,2017.0,Delhi,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),"DEG, KFW DEG",4700000.0,Corporate Round,2020,2,1,FinTech,Not Specified,4700000.0
170,Universal Sportsbiz Pvt Ltd,2012.0,Bangalore,A fashion startup based in Bengaluru.,"Accel, Alteria Capital",nan,Seed,2020,2,1,Lifestyle,Not Specified,25472041.55527319
171,Lattu Kids,2017.0,Mumbai,Lattu kids is an edutainment platform for preschool kids.,Mumbai Angels Network,nan,Series B,2020,1,1,Education,Not Specified,25472041.55527319
172,Eggoz,2016.0,Indore,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.","AVANA Capital, Rebright Partners",1500000.0,Angel,2020,2,4,Consumables,Not Specified,1500000.0
173,Steradian Semiconductors,2016.0,Bangalore,Semiconductor company focused on CMOS millimeter wave products for Radar.,Endiya Partners.,nan,Venture - Series Unknown,2020,1,4,Technology,Not Specified,25472041.55527319
174,CHARGE+ZONE,2018.0,Gujarat,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.",Mumbai Angels,3000000.0,Angel,2020,1,2,Energy,Not Specified,3000000.0
175,Stones2milestones,2008.0,Gurugram,Stones2milestones is India (Delhi) Based EdTech Company,"Menterra Venture Advisors, Emandi Sankara Rao",2000000.0,Angel,2020,2,2,Education,Not Specified,2000000.0
176,Udacity,2011.0,California,"Udacity develops an online learning platform offering programs in artificial intelligence, machine learning, and robotics sector.","Hercules Capital, Inc.Bertelsmann",75000000.0,Series B,2020,2,3,Education,Not Specified,75000000.0
177,AjnaLens,2014.0,Thane,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.","Mohsin Hani Al Bahrani, MoD",1000000.0,Seed,2020,2,3,Technology,Not Specified,1000000.0
178,Gully Network,2019.0,Bangalore,Gully Network is a tech-enabled network of mid-sized grocery stores.,"CP Ventures, Orios Venture Partners",1200000.0,Series A,2020,2,2,E-Commerce,Not Specified,1200000.0
179,TurboHire,2018.0,Hyderabad,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,"Kia Ora Ventures, Pentathlon Ventures",1000000.0,Seed,2020,2,2,Technology,Not Specified,1000000.0
180,Traya,2019.0,Mumbai,work with our customers closely to get their hair health sorted for long-term effective results,"Kae Capital, Whiteboard Capital",nan,Seed,2020,2,2,Healthcare,Not Specified,25472041.55527319
181,Charcoal Eats,2015.0,Mumbai,"In the last five years, have served over 1.5 million orders and enjoy high customer satisfaction.",Lokmat Investments,2000000.0,Seed,2020,1,4,Technology,Not Specified,2000000.0
182,Mitron TV,2020.0,Bangalore,Mitron is a free short videoplatform for next generation,9Unicorns,nan,Series A,2020,1,2,Media/Entertainment,Not Specified,25472041.55527319
183,Svami,2016.0,Mumbai,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,"Niren Shah, Rukam Capital Trust",800000.0,Series E,2020,2,1,Consumables,Not Specified,800000.0
184,Dhurnia,2018.0,Haryana,Developer of an online learning platform intended for various competitive exam preparations.,"Chandigarh Angels Network, Modulor Capital",100000.0,Series A,2020,2,2,Education,Not Specified,100000.0
185,Expertrons,2019.0,Mumbai,Expertrons is an AI video bot platform created to help students and professionals prepare for interviews.,"Rohit Chanana, Sukanta Ganguly",nan,Series A,2020,2,1,Education,Not Specified,25472041.55527319
186,Leena AI,2015.0,New York,Leena AI offers a human resource management platform that transforms employee experience with conversational AI.,"Alan Patricof, Jim Moffatt",8000000.0,Series B,2020,2,3,Technology,Not Specified,8000000.0
187,Bizlog,2016.0,Bangalore,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,IAN Fund,1000000.0,Seed,2020,1,3,Logistics,Not Specified,1000000.0
188,Tamasha.live,2020.0,Mumbai,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.","9Unicorns, Titan Capital, FirstCheque",300000.0,Series A,2020,3,2,Gaming,Not Specified,300000.0
189,Fedo,2017.0,Bangalore,Artificial Intelligence based Credit Score for Health,AIM Smart City,1000000.0,Pre-Seed,2020,1,2,Technology,Not Specified,1000000.0
190,FabHotels,2015.0,Gurugram,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,"RB Investments Pte. Ltd, Goldman Sachs",1000000.0,Venture - Series Unknown,2020,2,2,Hospitality,Not Specified,1000000.0
191,Freshokartz,2016.0,Rajastan,"Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides","Rajasthan Venture Capital Fund, Innovana Thinklabs",1000000.0,Series E,2020,2,2,Technology,Not Specified,1000000.0
192,FlexiLoans,2016.0,Mumbai,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.",>Vikram Sud,6000000.0,Series B,2020,1,4,FinTech,Not Specified,6000000.0
193,Agrix,2020.0,Patna,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.",Maple Capital Advisors,nan,Corporate Round,2020,1,3,Technology,Not Specified,25472041.55527319
194,BharatAgri,2017.0,Pune,A Smart Farming Technology Platform for Indian Farmers,"021 Capital, India Quotient",nan,Pre-Seed,2020,2,2,Technology,Not Specified,25472041.55527319
195,FreshtoHome,2015.0,Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,"Ascent Capital, Iron Pillar",121000000.0,Series C,2020,2,1,E-Commerce,Not Specified,121000000.0
196,Credable,2017.0,Mumbai,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,Oaks Asset Management,4500000.0,Corporate Round,2020,1,1,FinTech,Not Specified,4500000.0
197,Railofy,2019.0,Mumbai,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,"Roots Ventures, Better Capital",5000000.0,Seed,2020,2,3,Logistics,Not Specified,5000000.0
198,Finova Capital,2016.0,Rajastan,Finova Capital is a non-banking financial company.,"Sequoia Capital India, Faering Capital",55000000.0,Venture - Series Unknown,2020,2,2,FinTech,Not Specified,55000000.0
199,Teachmint,2020.0,Bangalore,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,Lightspeed India,3500000.0,Seed,2020,1,4,Education,Not Specified,3500000.0
200,Peel-Works,2010.0,Mumbai,Peel-Works is a tech and data analytics company specializing in e-commerce for corner stores.,"CESC Ventures, Brun Raschle",3000000.0,Series B,2020,2,2,E-Commerce,Not Specified,3000000.0
201,Janani,2020.0,Bangalore,Janani aims to make the process of infertility treatment and assisted fertilisation easier,9Unicorns,200000.0,Venture - Series Unknown,2020,1,1,Other,Not Specified,200000.0
202,Credgenics,2018.0,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction","Accel, Sunder Nookala",3300000.0,Seed,2020,2,3,FinTech,Not Specified,3300000.0
203,Finelistings,2015.0,Delhi,A Used Luxury Car Marketplace,Justdial,nan,Seed,2020,1,1,Automotive,Not Specified,25472041.55527319
204,Wellversed,2018.0,Delhi,Wellversed Health enables production of customised clinical food products specific to health requirements of a demography or an individual.,"KLUB Works, Shankar Narayanan",nan,Series E,2020,2,3,Automotive,Not Specified,25472041.55527319
206,Jumbotail,2015.0,Bangalore,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.",Nexus Venture Partners and 23 High Networth Individuals (HNIs),11000000.0,Seed,2020,1,2,E-Commerce,Not Specified,11000000.0
207,Winzo,2018.0,Delhi,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,"Makers Fund, Courtside Ventures",2000000.0,Angel,2020,2,2,Gaming,Not Specified,2000000.0
208,mCaffeine,2015.0,Mumbai,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.","RPSG Ventures, Amicus Capital",5000000.0,Series B,2020,2,2,Wellness/Beauty,Not Specified,5000000.0
209,Pocket FM,2018.0,Bangalore,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,"Times Group, Lightspeed",5000000.0,Series A,2020,2,1,Media/Entertainment,Not Specified,5000000.0
210,Snackible,2015.0,Mumbai,Snackible operates a health-food production company designed to sell healthy snack food via online and offline channels.,"Mumbai Angels, Murali Nair",nan,Pre-Seed,2020,2,2,Automotive,Not Specified,25472041.55527319
211,FreshtoHome,2015.0,Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,"Ascent Capital, Iron Pillar",16000000.0,Corporate Round,2020,2,1,E-Commerce,Not Specified,16000000.0
212,Jumbotail,2015.0,Bangalore,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,"Nexus Venture Partners, Capria Ventures",11000000.0,Series D,2020,2,2,Consumer Services,Not Specified,11000000.0
213,Nykaa,2012.0,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,"Katrina Kaif, Steadview Capital",nan,Venture - Series Unknown,2020,2,1,E-Commerce,Not Specified,25472041.55527319
214,TagZ Foods,2019.0,Bangalore,TagZ Foods is a supplier of snacks and food products.,"Exfinity Venture Partners, Shesh Kondi",nan,Series D,2020,2,2,Consumables,Not Specified,25472041.55527319
